ThalesTT;Cadastrou-se;12/11/2019 21:42
Thiago;Cadastrou um produto;12/11/2019 21:48
Thiago;Removeu um produto;12/11/2019 21:48
Thiago;Buscou um produto;12/11/2019 21:49
Thiago;Saiu do sistema;12/11/2019 21:49
Thiago;Entrou no sistema;14/11/2019 15:00
Thiago;Saiu do sistema;14/11/2019 15:00
Thales;Entrou no sistema;14/11/2019 15:04
Thales;Entrou no sistema;14/11/2019 15:04
Thales;Entrou no sistema;14/11/2019 15:05
Thiago;Entrou no sistema;15/11/2019 17:53
Thiago;Cadastrou um produto;15/11/2019 17:53
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Buscou um produto;15/11/2019 17:54
Thiago;Removeu um produto;15/11/2019 17:54
Thiago;Saiu do sistema;15/11/2019 17:54
Thiago;Entrou no sistema;19/11/2019 11:02
Thiago;Cadastrou um produto;19/11/2019 11:02
Thiago;Removeu um produto;19/11/2019 11:02
Thiago;Buscou um produto;19/11/2019 11:03
Thiago;Buscou um produto;19/11/2019 11:03
Thiago;Buscou um produto;19/11/2019 11:03
Thiago;Saiu do sistema;19/11/2019 11:03
Thales;Entrou no sistema;19/11/2019 11:04
Thales;Saiu do sistema;19/11/2019 11:05
Thales;Entrou no sistema;19/11/2019 11:09
Thales;Saiu do sistema;19/11/2019 11:09
Thales;Entrou no sistema;19/11/2019 11:09
Thiago;Entrou no sistema;19/11/2019 21:36
Thiago;Entrou no sistema;19/11/2019 21:38
Thiago;Removeu um produto;19/11/2019 21:38
Thiago;Removeu um produto;19/11/2019 21:38
Thiago;Entrou no sistema;19/11/2019 21:51
Thiago;Cadastrou um produto;19/11/2019 21:51
Thiago;Cadastrou um produto;19/11/2019 21:51
Thiago;Removeu um produto;19/11/2019 21:52
Thiago;Cadastrou um produto;19/11/2019 21:52
Thiago;Buscou um produto;19/11/2019 21:52
Thiago;Buscou um produto;19/11/2019 21:52
Thiago;Saiu do sistema;19/11/2019 21:52
Thiago;Entrou no sistema;19/11/2019 21:59
Thiago;Saiu do sistema;19/11/2019 21:59
Thiago;Entrou no sistema;19/11/2019 22:20
Thiago;Entrou no sistema;19/11/2019 22:21
Thiago;Entrou no sistema;19/11/2019 22:22
Thiago;Entrou no sistema;19/11/2019 22:23
Thiago;Saiu do sistema;19/11/2019 22:24
Thiago;Entrou no sistema;19/11/2019 22:59
Thiago;Entrou no sistema;19/11/2019 23:00
Thiago;Entrou no sistema;19/11/2019 23:03
Thiago;Cadastrou um produto;19/11/2019 23:03
Thiago;Cadastrou um produto;19/11/2019 23:03
Thiago;Entrou no sistema;19/11/2019 23:06
Thiago;Cadastrou um produto;19/11/2019 23:06
Thiago;Cadastrou um produto;19/11/2019 23:06
Thiago;Cadastrou um produto;19/11/2019 23:08
Thiago;Saiu do sistema;19/11/2019 23:08
Thiago;Entrou no sistema;19/11/2019 23:08
Thiago;Cadastrou um produto;19/11/2019 23:10
Thiago;Saiu do sistema;19/11/2019 23:10
Thiago;Entrou no sistema;19/11/2019 23:10
Thiago;Saiu do sistema;19/11/2019 23:10
Thiago;Entrou no sistema;19/11/2019 23:12
Thiago;Cadastrou um produto;19/11/2019 23:12
Thiago;Entrou no sistema;21/11/2019 11:52
Thiago;Cadastrou um produto;21/11/2019 11:52
Thiago;Cadastrou um produto;21/11/2019 11:53
Thiago;Entrou no sistema;21/11/2019 11:55
Thiago;Entrou no sistema;21/11/2019 11:58
Thiago;Entrou no sistema;21/11/2019 12:00
Thiago;Entrou no sistema;21/11/2019 12:02
Thiago;Entrou no sistema;21/11/2019 12:03
Thiago;Entrou no sistema;21/11/2019 12:10
Thiago;Entrou no sistema;21/11/2019 12:27
Thiago;Entrou no sistema;21/11/2019 12:29
Thiago;Entrou no sistema;21/11/2019 12:32
Thiago;Entrou no sistema;21/11/2019 12:32
Thiago;Entrou no sistema;21/11/2019 12:35
Thiago;Entrou no sistema;21/11/2019 12:37
Thiago;Entrou no sistema;21/11/2019 12:38
Thiago;Entrou no sistema;21/11/2019 12:39
Thiago;Entrou no sistema;21/11/2019 12:43
Thiago;Buscou um produto;21/11/2019 12:46
Thiago;Entrou no sistema;21/11/2019 12:58
Thiago;Entrou no sistema;21/11/2019 12:59
Thiago;Buscou um produto;21/11/2019 12:59
Thiago;Entrou no sistema;21/11/2019 13:03
Thiago;Buscou um produto;21/11/2019 13:03
Thiago;Buscou um produto;21/11/2019 13:03
Thiago;Saiu do sistema;21/11/2019 13:03
Thiago;Entrou no sistema;21/11/2019 13:10
Thiago;Cadastrou um produto;21/11/2019 13:11
Thiago;Buscou um produto;21/11/2019 13:12
Thiago;Buscou um produto;21/11/2019 13:12
Thiago;Removeu um produto;21/11/2019 13:12
Thiago;Saiu do sistema;21/11/2019 13:13
Thiago;Entrou no sistema;21/11/2019 13:16
Thiago;Entrou no sistema;21/11/2019 13:19
Thiago;Saiu do sistema;21/11/2019 13:19
Lulu;Cadastrou-se;21/11/2019 13:25
Lulu;Entrou no sistema;21/11/2019 13:25
Lulu;Cadastrou um produto;21/11/2019 13:27
Lulu;Buscou um produto;21/11/2019 13:27
Lulu;Buscou um produto;21/11/2019 13:27
Lulu;Buscou um produto;21/11/2019 13:28
Lulu;Removeu um produto;21/11/2019 13:30
Lulu;Saiu do sistema;21/11/2019 13:30
Thiago;Entrou no sistema;21/11/2019 13:33
Thiago;Buscou um produto;21/11/2019 13:33
Thiago;Gerou um relatório;21/11/2019 13:33
Thiago;Saiu do sistema;21/11/2019 13:33
Thiago;Entrou no sistema;21/11/2019 14:30
Thiago;Entrou no sistema;21/11/2019 14:31
Thiago;Entrou no sistema;21/11/2019 14:32
Thiago;Saiu do sistema;21/11/2019 14:32
Thiago;Entrou no sistema;21/11/2019 14:33
Thiago;Entrou no sistema;21/11/2019 14:33
Thiago;Saiu do sistema;21/11/2019 14:34
Thiago;Entrou no sistema;21/11/2019 14:34
Thiago;Saiu do sistema;21/11/2019 14:34
Thiago;Entrou no sistema;21/11/2019 14:35
Thiago;Entrou no sistema;21/11/2019 14:36
Thiago;Entrou no sistema;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:36
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Entrou no sistema;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:37
Thiago;Buscou um produto;21/11/2019 14:38
Thiago;Entrou no sistema;21/11/2019 14:38
Thiago;Buscou um produto;21/11/2019 14:38
Thiago;Buscou um produto;21/11/2019 14:38
Thiago;Saiu do sistema;21/11/2019 14:38
Thiago;Entrou no sistema;21/11/2019 14:39
Thiago;Buscou um produto;21/11/2019 14:39
Thiago;Buscou um produto;21/11/2019 14:39
Thiago;Entrou no sistema;21/11/2019 14:40
Thiago;Buscou um produto;21/11/2019 14:40
Thiago;Entrou no sistema;21/11/2019 14:40
Thiago;Buscou um produto;21/11/2019 14:41
Thiago;Saiu do sistema;21/11/2019 14:41
Thiago;Entrou no sistema;21/11/2019 14:41
Thiago;Buscou um produto;21/11/2019 14:41
Thiago;Buscou um produto;21/11/2019 14:41
Thiago;Saiu do sistema;21/11/2019 14:41
Thiago;Entrou no sistema;21/11/2019 14:42
Thiago;Saiu do sistema;21/11/2019 14:43
Thiago;Entrou no sistema;21/11/2019 14:44
Thiago;Entrou no sistema;21/11/2019 14:44
Thiago;Entrou no sistema;21/11/2019 14:45
Thiago;Entrou no sistema;21/11/2019 14:45
Thiago;Entrou no sistema;21/11/2019 14:46
Thiago;Entrou no sistema;21/11/2019 14:46
Thiago;Entrou no sistema;21/11/2019 14:47
Thiago;Gerou um relatório;21/11/2019 14:47
Thiago;Saiu do sistema;21/11/2019 14:47
Thiago;Entrou no sistema;21/11/2019 14:48
Thiago;Entrou no sistema;21/11/2019 14:48
Th;Cadastrou-se;21/11/2019 14:50
al;Cadastrou-se;21/11/2019 14:50
Thales;Entrou no sistema;21/11/2019 14:52
Thales;Buscou um produto;21/11/2019 14:52
Thales;Buscou um produto;21/11/2019 14:52
Thales;Gerou um relatório;21/11/2019 14:52
Thales;Gerou um relatório;21/11/2019 14:52
Thales;Saiu do sistema;21/11/2019 14:53
Thales;Entrou no sistema;21/11/2019 14:55
